Id,MSSubClass,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,YrSold,SalePrice
1108,60,23257,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,Ex,Gd,868,Ex,887,1134,2021,2,1,3,Gd,9,Typ,1,Gd,2,422,TA,TA,0,100,0,0,0,2006,274725
1109,60,8063,1Fam,2Story,6,5,2000,2000,TA,TA,PConc,Gd,TA,924,Ex,948,742,1690,2,1,3,TA,7,Typ,1,TA,2,463,TA,TA,100,48,0,0,0,2007,181000
1110,20,11362,1Fam,1Story,8,5,2004,2005,Gd,TA,PConc,Ex,TA,1836,Ex,1836,0,1836,2,0,3,Gd,7,Typ,1,Gd,3,862,TA,TA,125,185,0,0,0,2009,280000
1111,60,8000,1Fam,2Story,6,5,1995,1996,TA,TA,PConc,Gd,TA,773,Gd,773,885,1658,2,1,3,TA,8,Typ,1,TA,2,431,TA,TA,224,84,0,0,0,2008,188000
1112,60,10480,1Fam,2Story,7,6,1976,1976,TA,TA,CBlock,TA,TA,803,TA,1098,866,1964,2,1,4,TA,8,Typ,1,Gd,2,483,TA,TA,0,69,0,0,0,2008,205000
1113,20,7100,1Fam,1Story,5,7,1957,1957,TA,TA,CBlock,TA,TA,816,TA,816,0,816,1,0,2,TA,5,Typ,0,NA,1,308,TA,TA,0,0,0,0,0,2006,129900
1114,20,8923,1Fam,1Story,5,7,1953,2006,TA,TA,CBlock,TA,TA,1008,Gd,1008,0,1008,1,0,2,Gd,6,Typ,0,NA,1,240,TA,TA,0,18,0,0,0,2007,134500
1115,20,5400,1Fam,1Story,5,7,1954,2000,TA,Gd,CBlock,TA,TA,833,Ex,833,0,833,1,0,2,Gd,4,Typ,0,NA,1,326,TA,TA,0,0,0,0,0,2006,117000
1116,20,12085,1Fam,1Story,8,5,2007,2007,Gd,TA,PConc,Ex,TA,1734,Ex,1734,0,1734,2,0,3,Ex,7,Typ,1,Gd,3,928,TA,TA,0,0,0,0,0,2007,318000
1117,80,7750,1Fam,SLvl,8,5,2002,2002,Gd,TA,PConc,Gd,TA,408,Ex,779,640,1419,2,1,3,Gd,7,Typ,1,TA,2,527,TA,TA,120,0,0,0,0,2009,184100
1118,20,9764,1Fam,1Story,5,7,1967,2003,TA,TA,CBlock,TA,TA,894,Ex,894,0,894,1,0,3,Gd,5,Typ,0,NA,2,450,TA,TA,0,0,0,0,0,2008,130000
1119,80,13825,1Fam,SLvl,5,6,1958,1987,TA,Gd,CBlock,TA,TA,533,TA,1021,580,1601,1,0,3,TA,6,Min2,0,NA,1,300,TA,TA,280,34,0,0,0,2008,140000
1120,20,7560,1Fam,1Story,5,5,1959,1959,TA,TA,CBlock,TA,TA,1040,TA,1040,0,1040,1,0,3,TA,6,Typ,0,NA,1,286,TA,TA,140,0,252,0,0,2006,133700
1121,30,8263,1Fam,1Story,6,5,1920,1950,TA,TA,BrkTil,TA,TA,1012,TA,1012,0,1012,1,0,2,TA,6,Typ,1,Gd,1,308,TA,TA,0,22,112,0,0,2007,118400
1122,20,10084,1Fam,1Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,1552,Ex,1552,0,1552,2,0,3,Gd,7,Typ,0,NA,3,782,TA,TA,144,20,0,0,0,2006,212900
1123,20,8926,1Fam,1Story,4,3,1956,1956,TA,TA,CBlock,TA,TA,672,Ex,960,0,960,1,0,3,TA,5,Typ,0,NA,1,288,TA,TA,64,0,0,0,160,2009,112000
1124,20,9405,1Fam,1Story,5,9,1947,2008,TA,Ex,CBlock,TA,TA,698,Ex,698,0,698,1,0,2,TA,4,Typ,0,NA,0,0,NA,NA,0,200,0,0,0,2009,118000
1125,80,9125,1Fam,SLvl,7,5,1992,1992,TA,TA,PConc,Gd,TA,384,Gd,812,670,1482,2,1,3,Gd,7,Typ,1,TA,2,392,TA,TA,100,25,0,0,0,2007,163900
1126,20,10434,1Fam,1Story,4,5,1955,1955,TA,TA,CBlock,TA,TA,1005,TA,1005,0,1005,1,0,2,Fa,5,Typ,1,TA,2,672,Fa,Fa,0,0,0,0,0,2009,115000
1127,120,3684,TwnhsE,1Story,7,5,2007,2007,Gd,TA,PConc,Gd,TA,1373,Ex,1555,0,1555,2,0,2,Gd,7,Typ,1,TA,3,660,TA,TA,143,20,0,0,0,2009,174000
1128,20,14572,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,1530,Ex,1530,0,1530,2,0,3,Gd,7,Typ,1,Gd,3,630,TA,TA,144,36,0,0,0,2007,259000
1129,60,11796,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,Gd,TA,847,Ex,847,1112,1959,2,1,4,Gd,8,Typ,1,Gd,2,434,TA,TA,100,48,0,0,0,2007,215000
1130,90,7200,Duplex,SFoyer,5,5,1980,1980,TA,TA,CBlock,Gd,TA,936,TA,936,0,936,1,0,2,TA,4,Typ,0,NA,2,672,TA,TA,49,0,0,0,0,2007,140000
1131,50,7804,1Fam,1.5Fin,4,3,1928,1950,TA,TA,BrkTil,TA,TA,1122,TA,1328,653,1981,2,0,4,Gd,7,Min2,2,TA,2,576,TA,TA,431,44,0,0,0,2009,135000
1132,20,10712,1Fam,1Story,5,5,1991,1992,TA,TA,PConc,Gd,TA,974,TA,974,0,974,1,0,3,TA,5,Typ,0,NA,0,0,NA,NA,0,28,0,0,0,2007,93500
1133,70,9900,1Fam,2Story,6,4,1880,1950,TA,TA,BrkTil,TA,TA,1008,TA,1178,1032,2210,2,0,5,Fa,8,Typ,0,NA,1,205,Fa,TA,0,48,0,0,0,2007,117500
1134,60,9828,1Fam,2Story,8,5,1995,1995,Gd,TA,PConc,Gd,TA,1128,Ex,1142,878,2020,2,1,3,Gd,8,Typ,1,TA,2,466,TA,TA,0,155,0,0,0,2009,239500
1135,60,8773,1Fam,2Story,6,5,1997,1997,TA,TA,PConc,Gd,TA,916,Gd,916,684,1600,2,1,3,TA,7,Typ,1,TA,2,460,TA,TA,100,38,0,0,0,2007,169000
1136,30,6180,1Fam,1Story,6,5,1926,1950,TA,TA,BrkTil,TA,TA,960,TA,986,0,986,1,0,2,TA,5,Typ,1,Gd,1,180,TA,TA,0,128,0,0,0,2007,102000
1137,50,9600,1Fam,1.5Fin,6,5,1950,1950,TA,TA,CBlock,TA,TA,1032,TA,1032,220,1252,1,0,3,TA,6,Typ,0,NA,1,288,TA,TA,0,0,96,0,0,2008,119000
1138,50,6342,1Fam,1.5Fin,5,8,1875,1996,TA,Gd,CBlock,TA,TA,780,Gd,780,240,1020,1,0,2,TA,6,Typ,0,NA,0,0,NA,NA,0,0,176,0,0,2010,94000
1139,20,9819,1Fam,1Story,6,5,1977,1977,TA,TA,PConc,TA,TA,1567,TA,1567,0,1567,2,0,2,Gd,5,Typ,2,TA,2,714,TA,TA,264,32,0,0,0,2009,196000
1140,30,8731,1Fam,1Story,5,5,1920,1950,TA,Fa,BrkTil,TA,TA,915,TA,1167,0,1167,1,0,3,TA,6,Maj1,1,Gd,2,495,TA,TA,0,0,216,0,126,2007,144000
1141,20,7350,1Fam,1Story,5,7,1951,1951,TA,TA,CBlock,TA,TA,952,TA,952,0,952,1,0,2,TA,4,Typ,0,NA,2,840,TA,TA,0,0,0,0,0,2008,139000
1142,60,10304,1Fam,2Story,5,7,1976,1976,TA,Gd,CBlock,TA,TA,780,Ex,1088,780,1868,2,1,4,Gd,9,Typ,1,TA,2,484,TA,TA,448,96,0,0,0,2009,197500
1143,60,9965,1Fam,2Story,8,5,2006,2007,Gd,TA,PConc,Ex,TA,1466,Ex,1466,1362,2828,3,0,4,Gd,11,Typ,1,TA,3,1052,TA,TA,125,144,0,0,0,2007,424870
1144,20,9000,1Fam,1Story,5,3,1959,1959,TA,TA,CBlock,TA,TA,1006,TA,1006,0,1006,1,0,3,TA,5,Typ,0,NA,0,0,NA,NA,0,24,0,0,0,2008,80000
1145,190,12180,2fmCon,1.5Fin,4,4,1941,1950,TA,Fa,BrkTil,Gd,TA,672,Fa,672,252,924,1,0,2,Fa,5,Typ,0,NA,1,280,TA,TA,0,0,0,0,0,2010,80000
1146,50,6240,1Fam,1.5Fin,5,6,1928,1950,TA,TA,BrkTil,TA,TA,1042,Ex,1042,534,1576,1,0,3,TA,8,Typ,1,Gd,1,225,TA,TA,0,0,0,0,0,2006,149000
1147,20,11200,1Fam,1Story,6,5,1985,1985,Gd,TA,CBlock,Gd,TA,1298,TA,1298,0,1298,2,0,3,Gd,5,Typ,1,TA,2,403,TA,TA,165,26,0,0,0,2006,180000
1148,70,12000,1Fam,2Story,7,7,1941,1950,TA,TA,CBlock,TA,TA,704,Ex,860,704,1564,1,1,3,Fa,7,Typ,1,Gd,1,234,TA,TA,0,0,0,0,0,2009,174500
1149,50,5700,1Fam,1.5Fin,7,7,1926,1950,TA,TA,PConc,TA,TA,572,TA,572,539,1111,1,0,2,TA,5,Typ,1,Gd,1,288,TA,TA,0,0,176,0,0,2008,116900
1150,70,9000,1Fam,2Story,7,9,1920,1988,TA,Gd,PConc,TA,TA,650,Ex,832,650,1482,1,0,3,TA,7,Typ,0,NA,2,324,TA,TA,0,0,0,0,0,2009,143000
1151,20,8280,1Fam,1Story,6,5,1950,1950,TA,TA,CBlock,TA,TA,932,Ex,932,0,932,1,0,2,Gd,4,Typ,1,Gd,1,306,TA,TA,0,0,214,0,0,2007,124000
1152,20,17755,1Fam,1Story,5,4,1959,1959,TA,TA,CBlock,TA,TA,1466,TA,1466,0,1466,1,1,3,Fa,6,Typ,2,Gd,2,528,TA,TA,0,140,0,0,100,2006,149900
1153,20,14115,1Fam,1Story,6,7,1956,2004,TA,TA,PConc,TA,TA,1073,Ex,1811,0,1811,1,0,2,Ex,6,Typ,1,Gd,2,470,TA,TA,0,0,280,0,0,2006,230000
1154,30,5890,1Fam,1Story,6,8,1930,2007,Gd,Gd,BrkTil,TA,TA,816,Ex,816,0,816,1,0,2,TA,5,Typ,0,NA,1,432,TA,TA,0,0,96,0,0,2008,120500
1155,60,13700,1Fam,2Story,7,6,1965,1988,TA,TA,CBlock,TA,TA,864,TA,902,918,1820,1,2,4,Gd,8,Typ,2,Gd,2,492,TA,TA,60,84,0,0,273,2008,201800
1156,20,10768,1Fam,1Story,5,8,1976,2004,Gd,Gd,CBlock,Gd,TA,1437,TA,1437,0,1437,2,0,3,Gd,6,Typ,1,Fa,2,528,TA,TA,0,21,0,0,180,2007,218000
1157,80,9350,1Fam,SLvl,5,8,1965,1999,TA,Gd,PConc,TA,TA,1219,Gd,1265,0,1265,2,0,3,Gd,6,Typ,1,Gd,2,502,TA,TA,0,92,0,96,0,2008,179900
1158,120,5001,Twnhs,1Story,7,5,2007,2008,Gd,TA,PConc,Gd,TA,1314,Ex,1314,0,1314,2,0,2,Gd,6,Typ,1,Gd,2,626,TA,TA,172,62,0,0,0,2009,230000
1159,20,11932,1Fam,1Story,8,5,2007,2008,Gd,TA,PConc,Gd,TA,1580,Ex,1580,0,1580,2,0,3,Gd,7,Typ,0,NA,3,830,TA,TA,0,24,0,0,0,2008,235128
1160,60,9120,1Fam,2Story,6,6,1974,1974,Gd,TA,CBlock,TA,TA,901,TA,943,933,1876,2,1,4,Gd,8,Typ,1,TA,2,540,Gd,TA,0,69,0,0,0,2008,185000
1161,160,2280,Twnhs,2Story,6,5,1978,1978,TA,TA,CBlock,Gd,TA,855,Fa,855,601,1456,2,1,3,TA,7,Typ,1,TA,2,440,TA,TA,26,0,0,0,0,2010,146000
1162,20,14778,1Fam,1Story,6,7,1954,2006,Gd,TA,CBlock,TA,TA,1296,Ex,1640,0,1640,1,0,3,Gd,7,Typ,1,Gd,2,924,TA,TA,108,0,0,216,0,2008,224000
1163,20,8724,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,Gd,TA,894,Gd,894,0,894,1,0,3,TA,5,Typ,1,Po,2,450,TA,TA,0,0,0,0,0,2007,129000
1164,90,12900,Duplex,SFoyer,4,4,1969,1969,TA,TA,CBlock,Gd,TA,1198,TA,1258,0,1258,0,2,0,TA,6,Typ,0,NA,2,400,Fa,TA,120,0,0,0,0,2008,108959
1165,80,16157,1Fam,SLvl,5,7,1978,1978,TA,TA,PConc,Gd,TA,1360,Ex,1432,0,1432,1,1,2,Gd,5,Typ,1,TA,2,588,TA,TA,168,180,0,0,0,2007,194000
1166,20,9541,1Fam,1Story,7,5,2009,2009,Gd,TA,PConc,Gd,TA,1502,Ex,1502,0,1502,2,0,3,Gd,7,Typ,0,NA,2,644,TA,TA,0,114,0,0,0,2009,233170
1167,20,10475,1Fam,1Story,8,5,2008,2008,Gd,TA,PConc,Gd,TA,1694,Ex,1694,0,1694,2,0,3,Gd,7,Typ,0,NA,3,776,TA,TA,160,33,0,0,0,2010,245350
1168,60,10852,1Fam,2Story,6,5,2000,2000,TA,TA,PConc,Gd,TA,959,Ex,959,712,1671,2,1,3,TA,7,Typ,1,TA,2,472,TA,TA,0,38,0,0,0,2006,173000
1169,70,13728,1Fam,2Story,6,7,1935,1986,TA,TA,CBlock,TA,TA,1127,Ex,1236,872,2108,2,0,4,Gd,7,Typ,2,TA,2,540,TA,TA,0,0,0,0,90,2008,235000
1170,60,35760,1Fam,2Story,10,5,1995,1996,Gd,Gd,PConc,Ex,TA,1930,Ex,1831,1796,3627,3,1,4,Gd,10,Typ,1,TA,3,807,TA,TA,361,76,0,0,0,2006,625000
1171,80,9880,1Fam,SLvl,6,6,1977,1977,TA,TA,CBlock,TA,TA,1096,TA,1118,0,1118,1,0,3,TA,6,Typ,1,Po,1,358,TA,TA,203,0,0,0,0,2008,171000
1172,20,9120,1Fam,1Story,6,6,1958,1958,TA,TA,CBlock,TA,TA,1261,Ex,1261,0,1261,1,0,3,TA,6,Typ,1,TA,2,433,TA,TA,0,0,0,0,288,2008,163000
1173,160,4017,TwnhsE,2Story,7,5,2006,2007,Gd,TA,PConc,Gd,TA,625,Ex,625,625,1250,2,1,2,Gd,5,Typ,0,NA,2,625,TA,TA,0,54,0,0,0,2008,171900
1174,50,18030,1Fam,1.5Fin,5,6,1946,1994,TA,TA,CBlock,TA,TA,1598,TA,1636,971,3086,3,0,3,Ex,12,Maj1,1,Gd,0,0,NA,NA,122,0,0,0,0,2007,200500
1175,70,16560,1Fam,2Story,6,8,1932,1950,TA,TA,BrkTil,Gd,TA,952,TA,1170,1175,2345,2,1,4,TA,9,Typ,1,Gd,2,360,TA,TA,0,0,0,0,0,2006,239000
1176,50,10678,1Fam,1.5Fin,8,5,1992,2000,Gd,TA,PConc,Gd,TA,1683,Ex,2129,743,2872,2,1,4,Gd,9,Typ,1,TA,2,541,TA,TA,0,33,0,0,0,2007,285000
1177,20,6951,1Fam,1Story,5,5,1984,1985,TA,TA,CBlock,TA,TA,876,TA,923,0,923,1,0,3,TA,5,Typ,0,NA,1,264,TA,TA,362,0,0,0,0,2008,119500
1178,50,3950,1Fam,1.5Fin,6,8,1926,2004,TA,TA,CBlock,TA,TA,818,TA,818,406,1224,1,0,3,TA,5,Typ,0,NA,1,210,TA,TA,0,0,116,0,0,2009,115000
1179,50,7681,1Fam,1.5Fin,5,6,1921,1950,TA,TA,BrkTil,TA,TA,731,Ex,820,523,1343,1,1,3,TA,7,Typ,1,Gd,1,186,Fa,TA,192,0,102,0,0,2009,154900
1180,20,8335,1Fam,1Story,5,5,1954,1954,TA,TA,Slab,NA,NA,0,Gd,1124,0,1124,1,0,3,TA,5,Min2,1,Gd,0,0,NA,NA,0,36,190,0,0,2006,93000
1181,60,11170,1Fam,2Story,7,5,1990,1991,TA,TA,Wood,Gd,TA,1216,Ex,1298,1216,2514,2,1,4,TA,8,Typ,0,NA,2,693,TA,TA,0,0,0,0,0,2006,250000
1182,120,5587,TwnhsE,1Story,8,5,2008,2008,Ex,TA,PConc,Ex,TA,1600,Ex,1652,0,1652,2,0,2,Gd,5,Typ,1,Gd,2,482,TA,TA,162,53,0,153,0,2008,392500
1183,60,15623,1Fam,2Story,10,5,1996,1996,Gd,TA,PConc,Ex,TA,2396,Ex,2411,2065,4476,3,1,4,Ex,10,Typ,2,TA,3,813,TA,TA,171,78,0,0,0,2007,745000
1184,30,10800,1Fam,1Story,5,6,1920,1950,TA,TA,BrkTil,TA,TA,1120,Ex,1130,0,1130,1,0,2,TA,5,Typ,1,Gd,2,720,TA,TA,229,0,0,0,0,2006,120000
1185,20,35133,1Fam,1Story,5,4,1963,1963,TA,TA,CBlock,TA,TA,1572,Gd,1572,0,1572,1,1,3,TA,5,Typ,2,TA,3,995,TA,TA,0,263,0,0,263,2007,186700
1186,50,9738,1Fam,1.5Fin,5,7,1924,1950,TA,Gd,BrkTil,TA,TA,784,Gd,949,272,1221,1,0,4,TA,7,Typ,0,NA,1,392,TA,TA,0,0,236,0,0,2006,104900
1187,190,10615,2fmCon,2Story,3,5,1900,1970,TA,TA,CBlock,Fa,TA,978,TA,1014,685,1699,2,0,3,TA,7,Typ,0,NA,2,420,Fa,Fa,0,74,0,0,0,2009,95000
1188,20,12461,1Fam,1Story,8,5,1994,1995,Gd,TA,PConc,Gd,TA,1624,Ex,1624,0,1624,2,0,2,Gd,5,Typ,1,Fa,3,757,TA,TA,0,114,192,0,0,2006,262000
1189,60,8935,1Fam,2Story,7,5,2002,2002,Gd,TA,PConc,Gd,TA,831,Ex,831,829,1660,2,1,3,Gd,7,Typ,0,NA,2,493,TA,TA,144,68,0,0,0,2009,195000
1190,60,7500,1Fam,2Story,7,5,1999,1999,TA,TA,PConc,TA,TA,994,Gd,1028,776,1804,2,1,3,Gd,7,Typ,1,TA,2,442,TA,TA,140,60,0,0,0,2010,189000
1191,190,32463,2fmCon,1Story,4,4,1961,1975,TA,Gd,CBlock,TA,TA,1249,Ex,1622,0,1622,1,0,3,TA,7,Typ,1,TA,4,1356,TA,TA,439,0,0,0,0,2007,168000
1192,160,2645,Twnhs,2Story,8,5,1999,2000,Gd,TA,PConc,Gd,TA,776,Ex,764,677,1441,2,1,2,Gd,5,Typ,0,NA,2,492,TA,TA,206,0,0,0,0,2007,174000
1193,50,9600,1Fam,1.5Fin,5,8,1925,1994,TA,TA,PConc,TA,TA,702,Gd,842,630,1472,1,0,3,Gd,6,Typ,0,NA,1,250,TA,Fa,0,0,84,0,0,2007,125000
1194,120,4500,TwnhsE,1Story,6,5,1999,1999,TA,TA,PConc,Ex,TA,1224,Ex,1224,0,1224,2,0,2,TA,5,Typ,0,NA,2,402,TA,TA,0,304,0,0,0,2009,165000
1195,60,9364,1Fam,2Story,6,7,1969,1969,TA,TA,CBlock,TA,TA,663,TA,663,689,1352,1,1,4,TA,7,Typ,0,NA,1,299,TA,TA,379,36,0,0,0,2010,158000
1196,60,8029,1Fam,2Story,6,5,2005,2005,TA,TA,PConc,Gd,TA,728,Ex,728,728,1456,2,1,3,Gd,8,Typ,0,NA,2,400,TA,TA,100,24,0,0,0,2008,176000
1197,60,14054,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,Gd,TA,879,Ex,879,984,1863,2,1,4,Gd,9,Typ,1,Gd,3,660,TA,TA,100,17,0,0,0,2006,219210
1198,75,8850,1Fam,2.5Unf,7,6,1916,1950,TA,TA,BrkTil,TA,TA,815,Ex,815,875,1690,1,0,3,TA,7,Typ,1,Gd,1,225,TA,TA,0,0,330,0,0,2006,144000
1199,20,9100,1Fam,1Story,7,5,2001,2001,Gd,TA,PConc,Gd,TA,1212,Ex,1212,0,1212,2,0,3,Gd,6,Typ,0,NA,2,573,TA,TA,356,0,0,0,0,2009,178000
1200,20,11235,1Fam,1Story,4,5,1963,1979,TA,TA,CBlock,TA,TA,1051,Gd,1382,0,1382,1,1,3,TA,6,Typ,1,Po,2,459,TA,TA,0,82,0,0,0,2006,148000
1201,20,9353,1Fam,1Story,4,5,1970,1970,TA,TA,CBlock,TA,TA,864,Gd,864,0,864,1,0,3,TA,5,Typ,0,NA,1,280,TA,TA,0,0,0,0,0,2006,116050
1202,60,10400,1Fam,2Story,7,5,1998,1998,TA,TA,PConc,Gd,TA,866,Ex,866,913,1779,2,1,3,Gd,6,Typ,0,NA,2,546,TA,TA,198,36,0,0,0,2009,197900
1203,50,6000,1Fam,1.5Fin,5,8,1925,1997,TA,TA,BrkTil,TA,TA,884,Ex,884,464,1348,1,0,3,TA,5,Typ,1,Fa,1,216,TA,TA,0,0,208,0,0,2009,117000
1204,20,9750,1Fam,1Story,7,5,2000,2001,Gd,TA,PConc,Gd,TA,1630,Ex,1630,0,1630,2,0,3,Gd,6,Typ,1,TA,2,451,TA,TA,74,234,0,0,0,2009,213000
1205,20,10140,1Fam,1Story,5,6,1975,1975,TA,TA,CBlock,Gd,TA,1056,Ex,1074,0,1074,1,1,3,TA,6,Typ,0,NA,2,495,TA,TA,0,88,0,0,0,2006,153500
1206,20,14684,1Fam,1Story,7,7,1990,1991,Gd,TA,CBlock,Gd,TA,2158,Gd,2196,0,2196,2,0,3,Gd,7,Typ,1,TA,3,701,TA,TA,84,70,0,0,0,2009,271900
1207,20,8900,1Fam,1Story,4,4,1966,1966,TA,TA,CBlock,TA,TA,1056,TA,1056,0,1056,1,0,2,TA,5,Typ,0,NA,1,384,TA,TA,0,42,0,0,0,2006,107000
1208,20,9135,1Fam,1Story,6,5,2003,2003,Gd,TA,PConc,Gd,TA,1682,Ex,1700,0,1700,2,0,3,Gd,7,Typ,0,NA,2,544,TA,TA,192,23,0,0,0,2006,200000
1209,20,7763,1Fam,1Story,5,7,1962,1980,TA,Gd,CBlock,TA,TA,931,TA,1283,0,1283,1,0,3,TA,6,Typ,0,NA,2,506,TA,TA,0,0,0,0,0,2008,140000
1210,20,10182,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,Ex,TA,1660,Ex,1660,0,1660,2,0,3,Gd,8,Typ,1,Gd,2,500,TA,TA,322,50,0,0,0,2006,290000
1211,60,11218,1Fam,2Story,6,5,1992,1992,Gd,TA,PConc,Gd,TA,1055,Ex,1055,790,1845,2,1,3,Gd,8,Typ,1,TA,2,462,TA,TA,635,104,0,0,0,2010,189000
1212,50,12134,1Fam,1.5Fin,8,7,1988,2005,Gd,TA,Wood,Gd,TA,559,Gd,1080,672,1752,2,0,4,TA,8,Typ,0,NA,2,492,TA,TA,325,12,0,0,0,2010,164000
1213,30,9340,1Fam,1Story,4,6,1941,1950,TA,TA,CBlock,TA,TA,672,TA,672,0,672,1,0,2,TA,4,Typ,0,NA,1,234,TA,TA,0,113,0,0,0,2009,113000
1214,80,10246,1Fam,SLvl,4,9,1965,2001,TA,Gd,CBlock,TA,Gd,648,Ex,960,0,960,0,0,0,TA,3,Typ,0,NA,1,364,TA,TA,88,0,0,0,0,2006,145000
1215,85,10205,1Fam,SFoyer,5,5,1962,1962,TA,TA,CBlock,TA,TA,925,TA,999,0,999,1,0,3,TA,6,Typ,0,NA,1,300,TA,TA,150,72,0,0,0,2006,134500
1216,20,7094,1Fam,1Story,5,5,1966,1966,TA,TA,CBlock,TA,TA,894,TA,894,0,894,1,0,3,TA,5,Typ,0,NA,1,384,TA,TA,0,0,0,0,0,2007,125000
1217,90,8930,Duplex,1.5Fin,6,5,1978,1978,TA,TA,Slab,NA,NA,0,TA,1318,584,1902,2,0,4,TA,8,Typ,0,NA,2,539,TA,TA,0,0,0,0,0,2010,112000
1218,20,8640,1Fam,1Story,8,5,2009,2009,Gd,TA,PConc,Gd,TA,1300,Ex,1314,0,1314,2,0,3,Gd,6,Typ,0,NA,2,552,TA,TA,135,112,0,0,0,2009,229456
1219,50,6240,1Fam,1.5Fin,4,5,1947,1950,TA,TA,Slab,NA,NA,0,Gd,672,240,912,1,0,2,TA,3,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2006,80500
1220,160,1680,Twnhs,2Story,6,5,1971,1971,TA,TA,CBlock,TA,TA,672,TA,672,546,1218,1,1,3,TA,7,Typ,0,NA,0,0,NA,NA,201,0,0,0,0,2006,91500
1221,20,7800,1Fam,1Story,5,5,1964,1964,TA,TA,CBlock,TA,TA,912,TA,912,0,912,1,0,2,TA,5,Typ,0,NA,1,288,TA,TA,0,0,0,0,0,2006,115000
1222,20,8250,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,TA,TA,952,Ex,1211,0,1211,1,0,3,TA,5,Typ,1,TA,1,322,TA,TA,0,63,0,0,0,2008,134000
1223,50,10496,1Fam,1.5Fin,6,6,1949,1950,TA,TA,CBlock,TA,TA,1040,Ex,1168,678,1846,2,0,3,TA,7,Typ,1,Gd,1,315,TA,TA,0,0,0,0,0,2007,143000
1224,20,10680,1Fam,1Story,5,3,1951,1951,TA,TA,CBlock,TA,Fa,2136,TA,2136,0,2136,2,0,4,TA,7,Mod,0,NA,2,528,TA,TA,0,30,0,0,0,2006,137900
1225,60,15384,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,Gd,TA,788,Ex,788,702,1490,2,1,3,Gd,8,Typ,1,Gd,2,388,TA,TA,100,75,0,0,0,2008,184000
1226,80,10482,1Fam,SLvl,6,8,1958,1958,TA,Gd,CBlock,TA,TA,588,Ex,1138,0,1138,1,0,3,TA,6,Typ,0,NA,1,264,TA,TA,224,0,0,0,0,2007,145000
1227,60,14598,1Fam,2Story,6,5,2007,2007,Gd,TA,PConc,Gd,TA,894,Ex,894,1039,1933,2,1,4,Gd,9,Typ,1,Gd,3,668,TA,TA,100,18,0,0,0,2008,214000
1228,20,8872,1Fam,1Story,5,8,1965,2008,TA,TA,CBlock,TA,TA,912,Ex,912,0,912,1,0,2,Gd,5,Typ,0,NA,2,576,TA,TA,0,240,0,0,0,2008,147000
1229,120,8769,TwnhsE,1Story,9,5,2008,2008,Ex,TA,PConc,Ex,TA,1702,Ex,1702,0,1702,1,1,1,Ex,7,Typ,1,Gd,3,1052,TA,TA,0,72,0,0,224,2008,367294
1230,80,7910,1Fam,SLvl,5,5,1960,1960,TA,TA,CBlock,TA,TA,1075,Gd,1507,0,1507,2,0,4,TA,7,Maj1,0,NA,1,404,TA,TA,0,0,0,0,0,2008,127000
1231,90,18890,Duplex,1.5Fin,5,5,1977,1977,TA,TA,CBlock,Gd,TA,1361,Ex,1361,1259,2620,2,2,4,TA,12,Typ,1,TA,2,600,TA,TA,155,24,145,0,0,2007,190000
1232,90,7728,Duplex,SLvl,5,6,1962,1962,TA,TA,CBlock,TA,TA,1106,TA,1190,0,1190,1,0,3,TA,6,Typ,0,NA,2,540,TA,TA,0,18,0,0,0,2006,132500
1233,90,9842,Duplex,1Story,4,5,1962,1962,TA,TA,Slab,NA,NA,0,TA,1224,0,1224,2,0,2,TA,6,Typ,0,NA,2,462,TA,TA,0,0,0,0,0,2007,101800
1234,20,12160,1Fam,1Story,5,5,1959,1959,TA,TA,CBlock,TA,TA,1188,Fa,1188,0,1188,1,0,3,TA,6,Typ,0,NA,2,531,TA,TA,0,0,0,0,0,2010,142000
1235,70,8525,1Fam,2Story,5,6,1911,1950,TA,TA,PConc,TA,TA,940,TA,1024,940,1964,1,1,4,TA,7,Typ,0,NA,0,0,NA,NA,0,192,0,0,0,2008,130000
1236,70,13132,1Fam,2Story,5,5,1914,1950,TA,TA,BrkTil,Gd,TA,747,Gd,892,892,1784,1,1,4,TA,9,Typ,0,NA,1,180,Fa,Fa,203,40,0,0,0,2006,138887
